"NZ_16_ASCII","FIN_ID","SKRJ_ID","HAFAS_ID","EPA_ID"
"Tolkniki Wielkie","5645","009845","5103805",""
"Stegny","5590","010959","5103625",""
"Kozia GÛra","5297","011171","5101902",""
"Bemowizna","5033","011429","",""
"Dyszno","8110","013540","5101019",""
"Dzikowo Wa≥eckie","8113","014936","",""
"KrÍpa KrajeÒska","8188","015057","5101749",""
"Lisowo","8203","003525","5102024",""
"Piaski Pomorskie","8270","003665","5102911",""
"NosÛwko","8248","003921","5102469","01138"
"CzarnowÍsy Pom.","8078","004010","5100839","01132"
"Bieczyno Pom.","8039","004226","5100541","00298"
"Skibno","8332","004481","5103396","00912"
"Krosno Miasto","3140","083535","5101768","00452"
"ZagÛrz","0252","083758","5104314","00191"
"Niziny","3193","084335","5102451","00406"
"ZWARDO— GR","8823","076919","",""
"Jab≥owo","5232","008755","",""
"Przytkowice","3235","080184","5103000","00880"
"Kr.Mydl.Wapien.","3132","080358","5101673",""
"Lubaszowa","3157","081026","5101951",""
"Jankowa","3091","081133","5101443",""
"Dπbie K/DÍbicy","3061","081380","5100896",""
"POLICE","8284","000703","5102855",""
"Szcz.Za≥om","8391","001180","5103508",""
"Stawno","8360","001727","5103678",""
"Golczewo Pom.","8121","001735","",""
"TrzebiatÛw","8411","002147","5100150","00129"
"Biskupnica","8047","003186","5100475",""
"S≥osinko","8338","004564","5103467",""
"Korzybie","0508","005132","5101875",""
"£eba","0109","005355","5101977","00068"
"Ko≥czyg≥Ûwki","8174","005611","",""
"Powa≥ki","5492","015610","5102865",""
"Lubogoszcz","8209","003723","5102004",""
"Karlino","8156","004028","5101518","00441"
"Drzycim","5121","017392","5100912",""
"JastrzÍbie Pom.","5245","017418","5101382",""
"RÍbiechowo","5525","017871","5103077",""
"Przy≥ubie","5503","019828","5102895","00305"
"JAB£ONOWO POM.","0055","020909","5100113","00162"
"Pucha≥owo","5506","022319","5102939",""
"DZIA£DOWO","0402","022442","5100100","00224"
"Susz","5606","022939","5103663","00979"
"åniadowo","0421","023465","5103504",""
"WasilkÛw","1513","024190","5103938","00915"
"Podbiele","1351","024521","5102847",""
"Szymbory","1457","024695","5103711","01097"
"SOK”£KA","0189","024802","5100132","00251"
"Gliniszcze","1129","024851","5101213",""
"Sidra","1408","024877","5103398","00944"
"Nurzec","1311","025353","5102490","01166"
"Garczyn","5138","017590","5101075",""
"Turbia","2271","065227","5103843",""
"DÍba Rozalin","2059","065524","5100922",""
"Szklarska Po GÛr","0209","056184","5100058","00120"
"NOWY åWI T”W","6304","056622","5102486","00243"
"WÛjcice","6508","056689","5104035",""
"Zπbkowice ål.","6543","057703","5104387","00770"
"Nowa Ruda Zdrojo","6544","057968","5104280",""
"Kobierzyce","0904","058412","5101530",""
"Wroc≥aw Kowale","6511","059238","5104132",""
"Kroúnice","6215","059642","5101623",""
"Zalesie ålπskie","6538","061762","5104243",""
"Stawiany PiÒcz.","2237","064063","5103566",""
"Szastarka","2252","051532","5103613","00884"
"W GLINIEC","0235","051805","5100068","00140"
"GrÛdczanki","4115","068932","5101099",""
"Gliwice Soúnica","4105","070011","5101272",""
"Malbork Ka≥dowo","5367","007864","5102267",""
"ELBL•G","0037","008151","5100253","00020"
"Rubno Wielkie","5535","008243","5103177",""
"Radomsko","0170","047886","5100088","00102"
"Starachowice Ws.","2230","048181","5103253","00673"
"SmogorzÛw Przys.","2222","048835","5103487",""
"Staw Kunowski","2236","049270","5103261",""
"LeopoldÛw","2127","049882","5102097",""
"Leokadia","1235","039313","5102038",""
"Ruda Talubska","1401","039370","5103192",""
"Sabinka","1403","039818","5103247","00727"
"Stoczek £ukowski","1434","040238","5103312",""
"Bukowa","2041","064741","5100607","00965"
"Ludynia DwÛr","2138","064758","5101967",""
"STAL.WOLA P£D.","2228","065052","5103639","00838"
"Radzikowice","6380","056663","",""
"Goúwinowice","6135","056671","5101235",""
"D≥ugopole-ZdrÛj","6099","057422","5100947","00348"
"Puck","5507","006700","5102936","00584"
"Sobowidz","5575","007203","5103282",""
"GdaÒsk Zaspa","5163","007559","5101127",""
"MALBORK","0117","007872","5100040","00074"
"Po≥owite","5490","008029","5102957",""
"Elblπg ZdrÛj","5129","008235","5101044",""
"Jonkowo","5251","009522","5101450",""
"Modgarby","5390","010116","5102305",""
"Giøycko","0042","012609","5100102","00225"
"SUWA£KI","0197","012807","5100141","00117"
"£awocie","1251","012864","",""
"P≥ociczno K/Suw","1346","012922","5102810",""
"Namyúlin","8244","013052","5102396",""
"Chojna","8064","013334","5100720","00321"
"Mieszkowice","8230","013417","5102220","00517"
"ØÛ≥wino","8461","015156","5104377",""
"Dubielno","5122","017442","5101000",""
"PÍpowo Kart.","5470","017863","5102723",""
"Leszno Kart.","5325","018036","5102046",""
"Garcz","5136","018069","5101070",""
"Giera≥towice","0707","070060","5101153",""
"TworÛg","4344","071159","5103865",""
"Kat. Podlesie","4153","072975","5101808","00939"
"KATOWICE","0071","073312","5100020","00042"
"Wolbrom","4379","074377","5104062","00752"
"D•BR.G.STRZEM.","4093","074815","5100929","00341"
"Chocznia GÛrna","4059","076281","5100713",""
"MilÛwka","4219","076778","5102364","00603"
"Wola Filipowska","3334","077586","5104097",""
"P≥aza","3219","077859","5102802",""
"KojszÛwka","3116","078550","5101724","00862"
"KrakÛw Lubocza","3129","079251","5101767","01087"
"SmrokÛw","3280","079426","5103489",""
"Zelczyna","3351","080135","5104284",""
"Krzak","2206","065979","5103158",""
"G≥ubczyce Las","6121","067637","5101083",""
"Sko≥yszyn","3276","081844","5103446",""
"N.Sπcz Biegonice","3199","082057","5102477",""
"Dobrzykowice Wr.","6104","058222","5100940",""
"Borowa Oleúnicka","6052","059345","5100628",""
"BierutÛw","6036","059584","5100566","00967"
"OrzeszkÛw","6321","060574","5102608",""
"Wolica","2293","063883","5104092",""
"Chmielnik","2047","064261","5100718",""
"Giera≥tÛw","6115","051938","5101154",""
"Krzyøanowice","4186","067967","5101874",""
"O.JAåKOWICE","0715","068148","5102601","01137"
"£ukÛw ålπski","4212","068361","5102047",""
"PIETROWICE WLK.","4257","068767","5102770",""
"Miko≥Ûw Jamna","4218","069070","5102259",""
"Suszec","4328","069260","5103617","00925"
"Warszowice","4360","069294","5104218",""
"CzekanÛw ålπski","4077","070524","5100841",""
"Miasteczko ål.","4338","071027","5104536",""
"JaninÛw","4121","071886","5101444",""
"TYCHY","0230","073700","5100260","00131"
"Koúcielec Kuj.","5294","019026","5101627",""
"PonÍtÛw","5491","019133","5102929",""
"Bachorce","5025","019224","",""
"Sieradz","0183","019489","5100054","00112"
"Wroc≥awki","5701","020255","5104126",""
"ALEKSANDR”W KUJ.","5021","021501","5100339","00001"
"Øabiny","5735","022483","5104234",""
"P≥onka","1348","023564","5102834",""
"Pasieki","1339","023671","5102666",""
"Dπbrowa-£azy","1103","024711","5100903",""
"Kleszczele","1199","025296","5101657","01119"
"Gnilec","1131","025452","5101200",""
"RZEPIN","0177","025809","5100082","00180"
"DrzeÒsko","7114","025874","5100994",""
"GπdkÛw Wielki","7128","025908","5101171",""
"SmogÛry","7459","025965","5103479",""
"åwidwie SÍpol.","5628","015842","5103618",""
"Ptusza","8299","016428","5102932",""
"GRZEGORZEWO","1156","037788","5101141",""
"Piwniczna","3215","082115","5102773","01168"
"INOWROC£AW","0054","018705","5100015","00034"
"Dπbie N/Nerem","5107","019158","5100882",""
"ZaryÒ","5719","019182","",""
"Huta","5226","019588","5101345",""
"TORU— G£”WNY","0226","019703","5100062","00128"
"CHE£MØA","5089","020164","5100761","01207"
"Turzno","5659","020784","5103841",""
"Pier≥awki","5474","022566","5102757",""
"Zπbrowo","5721","022962","5104254",""
"Ryjewo","5546","023218","5103214",""
"Lewki","1239","024455","5101995",""
"£apy Osse","1247","024646","5101927","01094"
"Zdrody Nowe","1551","024653","5104278","01100"
"Czyøew","0028","024737","5100097","00789"
"Panowice","7351","026260","5102840",""
"Obkas","5427","015818","5102517",""
"Serock","5558","016543","5103351",""
"åwiecie N/Wis≥π","5629","016949","5103675",""
"MostÛwka","1291","037796","5102354",""
"BÍdzin Ksawera","4029","074625","5100474","01201"
"Zebrzydowice","0262","075507","5100264","00149"
"KoÒczyce","4175","075622","5101876",""
"Wide≥ka","3322","082966","5104009",""
"Kolbuszowa","3118","082974","5101540","00467"
"Kosina","3168","083048","5102175",""
"Czaszyn","3059","084038","5100821",""
"£upkÛw","3165","084160","5102153","01036"
"Telaki","1461","118604","5103778",""
"DOROHUSK GR","8805","051136","",""
"£Íg Tarnowski","3159","080754","5102005",""
"ChorzelÛw","3053","081547","5100872",""
"Szcz.Niebuszewo","0205","000505","","00254"
"Niek≥oÒczyca Un.","8246","000778","5102449",""
"Chwarstnica","8065","000935","5100840",""
"ØÛrawie","8462","000943","5104375",""
"£adzin","8210","001628","5101917",""
"Truskolas","8408","001768","",""
"Be≥czna","8030","002071","",""
"Wola Kuczkowska","2290","064444","",""
"Stal.Wola Cent.","2227","065029","5103265","00992"
"Lipa","2130","065235","5102090","00866"
"Bardo Przy≥Ík","6021","056481","5100367",""
"Suszka","6440","056515","5103597",""
"Prze≥Ík","6369","056648","5102898",""
"GorzanÛw","6131","057380","5101327",""
"K≥odzko Miasto","6191","057463","5101567","00445"
"Szczytna","6446","057513","5103717","00670"
"Lipki","6237","058289","5102023",""
"Osola","6324","058792","5102623","00354"
"Wierzbica GÛrna","6492","061291","5104222",""
"SzymiszÛw","6456","061747","5103750",""
"GÛraødøe","6137","061937","5101059",""
"GrÍboszÛw","6143","062364","5101090",""
"Kije","2105","064055","5101610",""
"Majdan","2142","051391","5102174","00873"
"ZEBRZYDOWA","6545","052100","5104286","00527"
"Wituchowo","7541","027060","5104026",""
"Dopiewo","7108","027268","5100973",""
"S≥onice","8335","029447","5103463",""
"Strza≥kowo","7483","030114","5103748","00424"
"LUBO— K/POZNANIA","7259","030403","5102044","01010"
"Szreniawa","7497","030486","5103745",""
"PoznaÒ Strzeszyn","7397","030643","5102914",""
"PoznaÒ Wola","7398","030650","5102835","01034"
"PπtnÛw","7357","033290","",""
"Zielonka Bankowa","1556","036236","5104318",""
"Zagoúciniec","1541","036368","5104310",""
"Dobczyn","1109","036384","5100961",""
"Legionowo Piaski","1233","036525","5100323",""
"Arcelin","1021","036772","5100345",""
"Gπsocin","5141","036871","5101071","00391"
"Wyszyny","5709","037028","5104213","00217"
"Wwa WileÒska","0403","037440","5104226",""
"KROTOSZYN","0088","044008","5100307","00455"
"DπbrÛwka Wlkp.","7101","026310","5100893",""
"Bydg. £Ígnowo","5076","016782","5100652","00304"
"TworÛg Brynek","4345","071092","5103863",""
"Wis≥a Ob≥aziec","4371","076984","5104147","00738"
"Radocza","3244","078220","5103018",""
"SKAWINA","3274","080101","5100130","00250"
"Drawski M≥yn","7109","029017","5100987","00201"
"Sucha Øyrardow.","1442","034223","5103713","00338"
"CzachÛwek P≥d.","1088","040444","5100852","01174"
"T≥oki","7507","043034","5103789",""
"WÛlka Okopska","2296","051078","5104121",""
"Zaborze","4383","075770","5104236",""
"Huta Krzesz.","2085","066464","","00831"
"Øabno","3356","080770","5104267",""
"Warnice DÍbica","8426","002592","5104086",""
"Skandawa","0411","010066","",""
"Laski Lubuskie","8195","013094","5102049",""
"£obez","8215","003509","5100126","00202"
"RAC£AWICE åL.","0168","067488","5100201","00105"
"SZCZ.PODJUCHY","8385","000802","5100146","00668"
"Prakwice","5494","007997","5102781",""
"Bardo ålπskie","6022","056523","5100576","00280"
"JÍdrzychowice","6175","051961","5101408",""
"KokotÛw","3117","079541","5101643",""
"Czarnowo-Undy","1093","023523","5100829",""
"Niedüwiedü Wlkp.","7302","045526","5102418",""
"JackÛw","4119","063446","5101368","00542"
"Knieje","4169","073957","5101699",""
"Blachownia","4044","062844","5100479",""
"ZieleÒ","5727","020727","5104316",""
"Nowe Kutnowskie","1307","032235","5102470",""
"Wroc≥aw Wojszyce","6528","060236","5104189",""
"Ruciane-Nida","0435","010827","5100204","00801"
"Rusiec £Ûdzki","5541","019570","5103119",""
"SulejÛwek","1444","038711","5103654",""
"Jasienica Maz","1171","036426","5101466",""
"Nowy BieruÒ","4236","077271","5103796",""
"ZaborÛw","3342","082776","5104240","00780"
"RUMIA","5538","006098","5103186","00813"
"Wrzosowo","8446","004127","5104145","00743"
"Stary GarbÛw","2231","065342","5103378",""
"Chomranice","3052","081984","5100791",""
"Drygulec","2064","049445","5100993",""
"Brzask","2036","048306","5100568",""
"Tuchorza","7519","026344","5103853",""
"CZECHOWICE-DZIE.","0023","076000","5100251","00021"
"ZabierzÛw","3341","080390","5104268",""
"Sp≥awie","7466","033324","5103556",""
"Luciπøanka","1245","047803","5101956","00506"
"Pelplin","5468","008409","5102724","00435"
"Szadkowice","2250","049734","5103329",""
"Doboszowice","6100","056473","5101024",""
"KrakÛw Zab≥","3139","079939","5101645","01189"
"OstrorÛg","7335","028837","5102629",""
"Pewel Wielka","4251","076679","5102732",""
"Zes≥awice","3353","079285","5104300",""
"SZAMOTU£Y","0199","028803","5100143","00270"
"Wwa Stadion","1501","033647","5104158","01199"
"Leszno GÛrne","7241","041285","5101998","01136"
"Piaski Wlkp.","7363","043620","5102907",""
"Na≥ÍczÛw","0130","050104","5100176","00080"
"Lachowice","3147","078436","5101920","01105"
"Niepo≥omice","3191","079582","5102473",""
"Twardawa","6481","067447","5103864",""
"Uherce Tunel","3313","083865","5103895",""
"WiÍckowy","5688","017715","5103996",""
"DÍbostrÛw","8092","000760","5100920",""
"Szropy","5618","007930","5103749",""
"E≥k Szyba Zach","1119","012278","5101042","01146"
"CHOJNICE","0018","015602","5100304","00155"
"Potok Kraúnicki","2184","065250","5102789","00877"
"Rusinowice","4289","072132","5103166",""
"WÍdrzyn","7526","026872","5103979",""
"Oborniki Wlkp.","7320","029603","5100183","00551"
"Bolechowo","7045","029868","5100481",""
"Osowa GÛra","7334","030445","5102617",""
"Pobiedziska","7371","030965","5102845","00878"
"S≥awa Wlkp.","7453","031203","5103460",""
"Go≥aÒcz","7141","031369","5101319",""
"Kunowo Kujawskie","5314","032094","5101839",""
"KUTNO","0094","032201","5100032","00055"
"Cienin Koúcielny","7085","033373","5100745",""
"Wwa Ursus","1504","033530","5103940",""
"Nowa Iwiczna","1303","033910","5102463",""
"OøarÛw Maz","1334","034348","5102577",""
"Cieksyn","1082","036749","5100736",""
"P≥oÒsk","1349","036764","5102803",""
"Raciπø","1378","036814","5103051",""
"Ka≥Íczyn","5257","036863","5101571","00466"
"Papowo ToruÒskie","5459","020065","5102874",""
"Kwidzyn","5321","023101","5101850","01181"
"E≥k Szyba Wsch","1118","012237","5101040",""
"TORU— WSCHODNI","0227","019901","5103812","00703"
"Dwikozy","2065","065334","5101010","01195"
"Stary WÍgliniec","6428","051821","5103716",""
"Ryb.Paruszowiec","4293","068098","5103224",""
"Bydg. Emilianowo","5073","016766","5100645",""
"Horyniec-ZdrÛj","3088","084848","5101337","00989"
"Dπbrowa Tarnows.","3062","080796","5100892",""
"PoznaÒ Kobylepol","7393","028381","5102787",""
"Grocholin","5205","031674","5101250",""
"Wπsosz Konecki","2277","049551","5104051",""
"åwidnica Przedm.","6461","054700","5103330",""
"Subkowy","5603","008532","5103646",""
"Inowroc≥aw Rπb.","5230","018838","5101362","00597"
"BYDGOSZCZ WSCH”D","0501","016717","5100648","00432"
"Poznan Antoninek","7385","028464","5102827",""
"Brzozowica","1067","040865","5100667","00369"
"Podolany","3361","080192","5102714",""
"Brusy","5057","015669","5100615",""
"Mi≥os≥aw","7288","044776","5102342",""
"Byczyna Kluczb.","6067","061341","5100643","00591"
"årem Odlewnia","7499","045039","5103582",""
"Nowa Sarzyna","3195","083246","5102484","00870"
"Jarnuty","1168","118760","5104438",""
"Jamielnik","5239","021931","5101438","00422"
"£APY","0108","024539","5100127","00490"
"Gdynia Or≥owo","5171","005934","5101118","00386"
"Stoøne","1436","012054","5103545",""
"Racice","5510","018945","5103049",""
"Lachmirowice","5322","018952","5101916",""
"Wronowy","5702","018978","5104090",""
"Redaki","5521","022954","5103071",""
"Huta Szklana","8140","029348","",""
"PYSKOWICE","0716","070201","5102987","00908"
"Zarzecze","4392","074344","5104420","00769"
"TRZEBINIA","0228","077503","5100072","00187"
"Kostki","1212","118596","5101807",""
"£askarzew","1250","039297","5102163",""
"Wargowo","7524","028670","5104002",""
"Puszczykowo","7414","030411","5102955","01009"
"Piaseczno","0430","033902","5102694","00519"
"Bia≥a","7029","045658","5100431",""
"B≥aøkowa","6040","055491","5100483",""
"Jadachy","2088","065490","5101372",""
"Solniki Wielkie","6416","059626","5103507",""
"Bujaki","5062","009472","5100458",""
"PoddubÛwek","1352","012211","",""
"DziembÛwko","8111","014431","5101031",""
"Grupa","5214","017459","5101282",""
"ZbπszyÒ Przedm.","7560","026153","5104259",""
"SULECH”W","0196","027300","5103656","00184"
"Mokrz","7290","028985","5102310",""
"Múcice","8240","004416","5102340","00795"
"Opole Borki","6050","061069","5100561",""
"SitkÛwka Nowiny","2213","063800","5103520",""
"Toszek","4339","070250","5103809",""
"Skawce","3273","078485","","00647"
"Koniuchy","2111","066035","5101698","00834"
"W≥oc≥.Zazamcze","5697","021642","5104079","00434"
"Nowe Miasto Luba","5422","022707","5102466","00242"
"Kuriany","1231","024281","5101842",""
"Zbπszynek","0259","026104","5100071","00148"
"PÛlko","7399","027094","5102788",""
"SulÍcinek","7487","030262","5103672",""
"JanÛwek","1167","036541","5101486",""
"Øydowo","7570","030882","5104411",""
"Gos≥awice","7147","033274","",""
"Drzyma≥owo","7116","043059","5100880",""
"Konarskie","7201","045120","5101727",""
"MilanÛw","1278","040022","5171015",""
"Wa≥brzych Szcz.","6488","054544","5104151","00730"
